vo_adv_1040009_000.m4a|HEY　YO！　私！　前途洋々！ニューフレンド！　自然とあがる抑揚！
vo_adv_5068000_002.m4a|ますますマッチョのマッスルさんー！
vo_adv_5068000_003.m4a|はあ……今日も今日とて友達作りの練習は、開始直後に店じまいです……
vo_adv_5068000_004.m4a|ひゃああうっ！？本日は店主の一身上の都合により、臨時休業をいただいておりますー！！
vo_adv_5068000_005.m4a|はっ！　あなたでしたか……営業時間外にやってきた強引なお客さんかと……
vo_adv_5068000_006.m4a|ええと。ＢＢ団の久しぶりの練習ですから、つい気合いが入っていて！
vo_adv_5068000_007.m4a|友達が100人できた時のことを想定し、スピーチの練習をしようと思ったのですが……この練習は負荷が強すぎました……
vo_adv_5068000_008.m4a|『だいじょぶマイフレンドくん』を群集に見立てていたんですが、目の前にあるのはたった一体だけ……
vo_adv_5068000_009.m4a|この前こしらえた新作、その名も『だいじょぶマイフレンドくんＶ４』です。
vo_adv_5068000_011.m4a|今回は、今までにないくらいの会心の仕上がりなんですよ。なにせ４代目ですからね。えっへん！
vo_adv_5068000_012.m4a|特にお気に入りなので、友達作りの練習台とはいえ、なるべく丁寧に接するように気を付けてるんです。
vo_adv_5068000_013.m4a|１号の時は、話題の枯渇により、ほぼ疎遠にも近い状態だったという反省がありました……
vo_adv_5068000_014.m4a|しかし！　今回はその対策もバッチリしています！
vo_adv_5068000_015.m4a|例えば、【フォレスティエ】と交易にきた商人さんから、王都で流行っていることを聞いたりして、話題集めをしてるんです。
vo_adv_5068000_016.m4a|まあ、直接会話するのはハツネさんで、私は木の影からこっそり聞き耳を立てているだけなんですが……
vo_adv_5068000_017.m4a|でもそんな努力のおかげか、Ｖ４とは良好な関係を築けているんです。とはいえ、友達作りの練習台なんですけどね。
vo_adv_5068000_018.m4a|というわけで、もしこのＶ４が100体いれば、100人を前にしたスピーチの練習もできそうですが……でも作るのに何年かかるか……
vo_adv_5068000_019.m4a|それはそうと、こうしてＢＢ団がそろったことですし、せっかくなので今日はハードな練習に挑戦してみましょう！友達作りの練習の勘を取り戻さないとですから！
vo_adv_5068000_020.m4a|ということで！　友達コミュニケーションの中でも、高難易度のアレに挑戦してみたいと思います！
vo_adv_5068000_021.m4a|では、発表します……心して聞いてください……
vo_adv_5068000_022.m4a|……ツッコミです！
vo_adv_5068000_023.m4a|改めて説明する必要はないと思いますが念のため。ツッコミとは、築いた信頼関係の上にのみ成り立つ、上級コミュニケーション術の一種。その難易度はランク４。（私調べ）。
vo_adv_5068000_024.m4a|いかに素早く、いかに正確にツッコミができるかによって、友達同士の仲の良さの証明ができるものです。
vo_adv_5068000_025.m4a|見事なツッコミを重ねることによって友情を深めることができ、真の親友の道も開ける……と、言い伝えられています。
vo_adv_5068000_026.m4a|しかし……一歩間違えればせっかく築いた友達関係を、全て破壊してしまうかもしれない諸刃の剣。
vo_adv_5068000_027.m4a|一説によると、ツッコミの失敗によって絶交に至ったケースも、あるとかないとか、なんとかかんとか。
vo_adv_5068000_028.m4a|それと、その後のケアも大事だそうです。適切な事後処理で一命を取り留めた友情のケースも報告されています。
vo_adv_5068000_029.m4a|というように、高度なコミュニケーション術なのは間違いありません。さすがはランク４の難易度、といったところですね。練習とはいえ、生身の人間同士でやるのも危険です……
vo_adv_5068000_030.m4a|ですが、安心してください！こんな時のために、『だいじょぶマイフレンドくんＶ４』がいますから！
vo_adv_5068000_032.m4a|では、さっそく私からいきますね。『だいじょぶマイフレンドくん』を切り株の上に置いて、っと……
vo_adv_5068000_033.m4a|すーはー……すーはー……
vo_adv_5068000_034.m4a|うんうん、なるほどね～ってそれ、マンドラゴラの笑い声か！
vo_adv_5068000_035.m4a|ど、どうでしょうか！？
vo_adv_5068000_036.m4a|そ、そうですか……？力加減が難しいですね。さすがランク４……
vo_adv_5068000_037.m4a|では、気を取り直して……！
vo_adv_5068000_038.m4a|あはは、そっかそっか〜って、ペガサスのゲップやないかーいっ！！
vo_adv_5068000_039.m4a|え、えっと……きっと大丈夫ですよ！なんてったって「だいじょぶ」って名前なんで！
vo_adv_5068000_040.m4a|物凄い勢いで吹っ飛んでいきましたけど大丈夫ですよ！前にもこんなことあった気がしますけど大丈夫ですよ。これはまさに完璧なデジャブですけど大丈夫ですよ……
vo_adv_5068000_041.m4a|ううう……デジャブということは、練習中に行方不明になった１号のように、まさか今回も！？
vo_adv_5068000_042.m4a|こ、こうしちゃいられませんっ！すぐに捜しにいきましょう！　団長さんも手伝ってくださいー！
vo_adv_5068000_043.m4a|おーい、マイフレンドくーん！　どこですかー？かくれんぼしてないで、出てきてくださーい！
vo_adv_5068000_044.m4a|はあ……広いエルフの森の中で、小さなマイフレンドくんを探すのは、やっぱり大変ですね……
vo_adv_5068000_045.m4a|で、でも必ず見つけてみせますっ！これ以上、マイフレンドくんを行方不明にさせるのは、忍びないですから……あっ！
vo_adv_5068000_046.m4a|い、いましたっ！　『だいじょぶマイフレンドくん』、発見！
vo_adv_5068000_047.m4a|よ、良かったぁぁぁ〜〜……今回はちゃんと見つけてあげられました……！
vo_adv_5068000_048.m4a|オオドクマンドラゴラの触手よりも長い距離を吹っ飛びましたけど、マイフレンドくんのボディは……ご覧のとお……とお？　とおーっ！！
vo_adv_5068000_049.m4a|た、たたた、たた大変です！
vo_adv_5068000_050.m4a|石にでもぶつかったのか、自慢のボディにあちこち傷がー！それに腕ももげそうです！　ぷらーんってなってます、ぷらーんって！！
vo_adv_5068000_051.m4a|そ、そうですね……クロエさんのようにうまくいきませんでしたから、せめてケアくらいは丁寧に……
vo_adv_5068000_052.m4a|怪我させちゃったので、しっかり修理しないと……そうだ！
vo_adv_5068000_053.m4a|せっかくですし、ただ元通りに修理するんじゃなくて、かっこよくカスタマイズもしちゃいましょう！私流のアフターケアです！
vo_adv_5068000_054.m4a|例えば、ＢＢ団のハードな練習にも耐えられるように頑丈なボディにするのはどうでしょうか！
vo_adv_5068000_055.m4a|あと、腕を組んで草原をスキップできるように、身長も高くしたら喜んでくれるかな？
vo_adv_5068000_056.m4a|わああ、夢が広がっていくなあ～♪
vo_adv_5068000_057.m4a|あっ……でも、カスタマイズするには、お金が必要ですよね……せっかくなので、いい材料を使ってあげたいですし……
vo_adv_5068000_058.m4a|とはいえ、どうやってお金を集めましょうか……
vo_adv_5068000_059.m4a|今何と？
vo_adv_5068000_060.m4a|ははは、またまたご冗談を！バイトなんて、私なんかには早すぎます！
vo_adv_5068000_061.m4a|ひいええ～～～！！しし、しかも、こここ工場ですか！？
vo_adv_5068000_062.m4a|工場のバイトといえば、全ての窓に板が釘打ちされていて、昼なのか夜なのかも分からぬ中で作業員が黙々と機械に向き合い、精神が徹底的に追い詰められるというアレじゃないですか！
vo_adv_5068000_063.m4a|気付いたら地下に広がる空間に連れて行かれてしまい……そこでしか流通していない独自の通貨が、バイト代として支払われるように……なんてことはありませんか？
vo_adv_5068000_064.m4a|……………………………………………………………………本当ですか？
vo_adv_5068000_065.m4a|同じ空間に見ず知らずの他人と一緒に閉じ込められたら、私の精神は一秒たりとも持ちません……！
vo_adv_5068000_066.m4a|こんな森の奥深くで生まれ育ったエルフの脆さを甘く見てはいけませんよ……？
